date,Nifty 65 35
2024-05-31,116.6815709
2024-06-03,119.4154416
2024-06-04,113.649703
2024-06-05,116.4283689
2024-06-06,117.6351022
2024-06-07,119.1373216
2024-06-10,119.2887271
2024-06-11,119.5054012
2024-06-12,119.9281578
2024-06-13,120.4289548
2024-06-14,120.969802
2024-06-18,121.4396894
2024-06-19,121.0721593
2024-06-20,121.3738049
2024-06-21,121.1294541
2024-06-24,121.356748
2024-06-25,121.6396296
2024-06-26,121.8604954
2024-06-27,122.2372303
2024-06-28,122.3101933
2024-07-01,122.9500616
2024-07-02,122.7799044
2024-07-03,123.462421
2024-07-04,123.7130372
2024-07-05,124.0095828
2024-07-08,123.9794378
2024-07-09,124.3485608
2024-07-10,124.0509834
2024-07-11,124.1469537
2024-07-12,124.4833897
2024-07-15,124.9516474
2024-07-16,124.9721682
2024-07-18,125.0101843
2024-07-19,123.677466
2024-07-22,124.0284575
2024-07-23,123.7370115
2024-07-24,123.9698825
2024-07-25,123.992476
2024-07-26,125.4420211
2024-07-29,125.9011062
2024-07-30,126.0462998
2024-07-31,126.4113778
2024-08-01,126.3477438
2024-08-02,125.4640707
2024-08-05,122.8896321
2024-08-06,122.4914686
2024-08-07,124.0522401
2024-08-08,123.4806104
2024-08-09,124.3007766
2024-08-12,124.2950073
2024-08-13,123.5088384
2024-08-14,123.4484635
2024-08-16,124.8858424
2024-08-19,125.2279497
2024-08-20,125.7859432
2024-08-21,126.1320285
2024-08-22,126.4124156
2024-08-23,126.3210265
2024-08-26,126.9017233
2024-08-27,127.0448799
2024-08-28,127.0937381
2024-08-29,127.152581
2024-08-30,127.5422834
2024-09-02,127.6303903
2024-09-03,127.7570179
2024-09-04,127.6432412
2024-09-05,127.7132118
2024-09-06,126.6476794
2024-09-09,126.7613951
2024-09-10,127.3088534
2024-09-11,126.9475304
2024-09-12,128.4202202
2024-09-13,128.5533476
2024-09-16,128.8047147
2024-09-17,128.7738237
2024-09-18,128.5126169
2024-09-19,128.4040894
2024-09-20,129.6845171
2024-09-23,130.3890301
2024-09-24,130.4503541
2024-09-25,130.4472771
2024-09-26,130.9790439
2024-09-27,130.8533955
2024-09-30,129.9786698
2024-10-01,130.1312546
2024-10-03,128.085526
2024-10-04,127.1274565
2024-10-07,125.7773225
2024-10-08,127.133509
2024-10-09,127.5755663
2024-10-10,127.5528168
2024-10-11,127.5853597
2024-10-14,128.0435252
2024-10-15,128.1068436
2024-10-16,127.8625645
2024-10-17,126.7254729
2024-10-18,126.9153402
2024-10-21,126.220928
2024-10-22,124.5401529
2024-10-23,124.6826447
2024-10-24,124.4623557
2024-10-25,123.3206194
2024-10-28,123.8521081
2024-10-29,124.429935
2024-10-30,124.3135732
2024-10-31,124.0618389
2024-11-01,124.5745941
2024-11-04,123.47381
2024-11-05,124.085115
2024-11-06,125.4173484
2024-11-07,124.5841727
2024-11-08,124.0455946
2024-11-11,123.8317826
2024-11-12,122.8300353
2024-11-13,121.2465155
2024-11-14,121.3725215
2024-11-18,121.1792928
2024-11-19,121.6089096
2024-11-21,120.8768201
2024-11-22,122.3556091
2024-11-25,123.6888474
2024-11-26,123.7152004
2024-11-27,124.250765
2024-11-28,123.6092309
2024-11-29,124.4054495
2024-12-02,125.1088086
2024-12-03,125.8028511
2024-12-04,126.1847727
2024-12-05,126.8791105
2024-12-06,126.8523356
2024-12-09,126.8603298
2024-12-10,126.9851734
2024-12-11,127.1212119
2024-12-12,126.6970872
2024-12-13,127.1075788
2024-12-16,127.0722079
2024-12-17,126.0632421
2024-12-18,125.4855039
2024-12-19,124.7075427
2024-12-20,123.0741051
2024-12-23,123.4842583
2024-12-24,123.456577
2024-12-26,123.5541762
2024-12-27,123.6067571
2024-12-30,123.3222783
2024-12-31,123.4427299
2025-01-01,123.7969762
2025-01-02,125.05456
2025-01-03,124.6645578
2025-01-06,122.9122307
2025-01-07,123.4009031
2025-01-08,122.937621
2025-01-09,122.2546416
2025-01-10,121.3166402
2025-01-13,119.0467652
2025-01-14,119.9853789
2025-01-15,120.3021462
2025-01-16,121.0791767
2025-01-17,120.907386
2025-01-20,121.4447485
2025-01-21,120.1127657
2025-01-22,120.0235193
2025-01-23,120.5181561
2025-01-24,119.743805
2025-01-27,118.3486517
2025-01-28,118.3959965
2025-01-29,119.6044716
2025-01-30,119.8120484
2025-01-31,120.8426851
2025-02-01,120.8530901
2025-02-03,120.2598092
2025-02-04,121.4843981
2025-02-05,121.7281447
2025-02-06,121.3329073
2025-02-07,121.1261073
2025-02-10,120.0756586
2025-02-11,118.540832
2025-02-12,118.387394
2025-02-13,118.3402752
2025-02-14,117.3437247
2025-02-17,117.474346
2025-02-18,117.3538548
2025-02-19,117.8133047
2025-02-20,118.1400419
2025-02-21,117.6041559
2025-02-24,116.800614
2025-02-25,116.6148269
2025-02-27,116.2314988
2025-02-28,114.5790587
2025-03-03,114.6251157
2025-03-04,114.6977667
2025-03-05,116.045223
2025-03-06,116.8698461
2025-03-07,116.8440628
2025-03-10,116.162767
2025-03-11,116.3318382
2025-03-12,116.2178934
2025-03-13,115.8601233
2025-03-17,116.3289252
2025-03-18,117.7760921
2025-03-19,118.5954389
2025-03-20,119.4298021
2025-03-21,120.2375928
2025-03-24,121.252083
2025-03-25,120.8692471
2025-03-26,120.3495551
2025-03-27,120.8722327
2025-03-28,120.6675409
2025-04-01,119.6765384
2025-04-02,120.6758248
2025-04-03,120.5595123
2025-04-04,119.002628
2025-04-07,116.3342847
2025-04-08,117.7916826
2025-04-09,117.4100019
2025-04-11,118.92186
2025-04-15,121.01478
2025-04-16,121.551913
2025-04-17,122.6659568
2025-04-21,124.0647807
2025-04-22,124.3552493
2025-04-23,124.9217089
2025-04-24,124.7423837
2025-04-25,123.3782393
2025-04-28,124.2611369
2025-04-29,124.4623861
2025-04-30,124.1108641
2025-05-02,124.0433134
2025-05-05,124.8703173
2025-05-06,123.9013939
2025-05-07,124.3811964
2025-05-08,123.3598271
2025-05-09,122.7870923
2025-05-12,125.9573176
2025-05-13,125.5029419
2025-05-14,126.2039671
2025-05-15,127.337983
2025-05-16,127.6776788
2025-05-19,127.6451809
2025-05-20,126.6357228
2025-05-21,127.2530575
2025-05-22,126.6927429
2025-05-23,127.4206731
2025-05-26,127.9469426
2025-05-27,127.6161639
2025-05-28,127.5565951
2025-05-29,127.866754
2025-05-30,127.5283784
2025-06-02,127.6638045
2025-06-03,127.2584349
2025-06-04,127.6101488
2025-06-05,128.1283958
2025-06-06,128.8948201
2025-06-09,129.3886032
2025-06-10,129.4099287
2025-06-11,129.3850508
2025-06-12,128.3301993
2025-06-13,127.7573577
2025-06-16,128.5761886
2025-06-17,128.1924461
2025-06-18,127.9915598
2025-06-19,127.2319496
2025-06-20,128.2797927
2025-06-23,128.1755917
2025-06-24,128.7377204
2025-06-25,129.3781775
2025-06-26,130.2483244
2025-06-27,130.5261503
2025-06-30,130.5185586
2025-07-01,130.5799937
2025-07-02,130.3520456
2025-07-03,130.2565199
2025-07-04,130.4025836
2025-07-07,130.3848531
2025-07-08,130.441112
2025-07-09,130.3717429
2025-07-10,130.044538
2025-07-11,129.3786541
2025-07-14,129.4777586
2025-07-15,130.0135403
2025-07-16,130.1075858
2025-07-17,129.9422937
2025-07-18,129.3983917
2025-07-21,129.8249941
2025-07-22,129.5923478
2025-07-23,129.9859524
2025-07-24,129.4674977
2025-07-25,128.3257355
2025-07-28,127.6578841
2025-07-29,128.2784624
2025-07-30,128.3846849
2025-07-31,127.9145308
2025-08-01,127.0320871
2025-08-04,127.9047922
2025-08-05,127.6535179
2025-08-06,126.9221161
2025-08-07,127.0871965
2025-08-08,126.1359066
2025-08-11,126.7644402
2025-08-12,126.3880865
2025-08-13,126.8879379
2025-08-14,127.0543893
2025-08-18,127.7700731
2025-08-19,128.2330771
2025-08-20,128.5701126
2025-08-21,128.4705183
2025-08-22,127.8573728
2025-08-25,127.9843978
2025-08-26,126.8550292
2025-08-28,126.2414233
2025-08-29,125.797048
2025-09-01,126.7702289
2025-09-02,126.8722474
2025-09-03,127.4772621
2025-09-04,127.4543598
2025-09-05,127.5885878
2025-09-08,127.797151
2025-09-09,128.0022025
2025-09-10,128.4928132
2025-09-11,128.6374723
2025-09-12,128.9396237
2025-09-15,129.033822
2025-09-16,129.6226163
2025-09-17,129.9775314
2025-09-18,130.1429651
2025-09-19,130.0834195
2025-09-22,129.7346542
2025-09-23,129.5732005
2025-09-24,128.9802128
2025-09-25,128.369412
2025-09-26,127.1455154
2025-09-29,127.1493148
2025-09-30,127.1047085
